,NAME OF COMPANY,SYMBOL,Sscore,beta,cagr,currency,debtToEquity,earningsGrowth,ebitda,ebitdaMargins,financialCurrency,grossMargins,grossProfits,kendall,marketCap,market_cagr,net_cagr,operatingMargins,pearson,period,price,returns,revenueGrowth,revenuePerShare,sector,sharp_ratio,spearman,std,totalCash,totalCashPerShare,totalDebt,totalRevenue,volitility
319,Cerebra Integrated Technologies Limited,CEREBRAINT.NS,-8659127.603750829,0.7854687567725032,-0.09460958796082741,INR,13.453,-0.968,207325248.0,0.1387,INR,0.25503,588329000.0,0.16751696609267044,836183424.0,0.12885713649898056,-0.22346672445980797,0.1365,0.21924750000852222,9.895890410958904,6.900000095367432,-0.1017040757391259,-0.814,14.146,Technology,-0.010355536064478156,0.24549253271477206,0.03897312506339346,22887000.0,0.182,348647008.0,1494737024.0,9.821227515975153
320,CESC Limited,CESC.NS,2661251780.4272175,0.8205517207005949,0.1607434592971908,INR,126.38,-0.032,24061224960.0,0.16997999,INR,0.34678,54726800000.0,0.2694446494217448,92259672064.0,0.1260966657147795,0.034646793582411295,0.11099,0.4175499414650117,11.378082191780821,69.5999984741211,0.1524788837431333,0.107,106.652,Utilities,0.028845233468650554,0.39033473975462263,0.020976600385163423,32829999104.0,24.7,143049998336.0,141548797952.0,5.2861032970611825
321,Capri Global Capital Limited,CGCL.NS,5962931277.285925,0.6132259393020021,0.39562714155193346,INR,311.668,-0.426,,0.0,INR,0.97032,6065360000.0,0.14870160475585986,139717427200.0,0.1260966657147795,0.26953047583715395,0.30066,0.20618487900388305,11.378082191780821,677.5,0.34098791966970904,0.527,46.257,Financial Services,0.04267850759054004,0.2194290477480576,0.03170510736546742,4811149824.0,27.388,63623888896.0,8129569792.0,7.98968705609779
322,CG Power and Industrial Solutions Limited,CGPOWER.NS,13027701740.339203,0.8937829858000449,0.20768794723439443,INR,0.917,2.729,9933200384.0,0.14246,INR,0.30361,21846700000.0,0.2615414261710956,513750073344.0,0.1260966657147795,0.08159128151961492,0.12891,0.315693149961476,11.378082191780821,336.3999938964844,0.19303507695798983,0.263,45.993,Industrials,0.02535805329533458,0.37631612036046996,0.030207847630467972,7139700224.0,4.675,164300000.0,69725396992.0,7.612377602877929
323,Chalet Hotels Limited,CHALET.NS,1151684378.8015246,0.7105328009684504,0.09349271299436035,INR,,,,0.0,INR,0.0,,0.18654533283884112,89570648064.0,0.1267082838940956,-0.03321557089973526,0.0,0.3298536912248116,4.273972602739726,427.3999938964844,0.09141746561300293,,,Consumer Cyclical,0.012857832378064558,0.2732568324333567,0.028213754077662478,,,,,7.109866027570944
324,Chambal Fertilizers & Chemicals Limited,CHAMBLFERT.NS,3092807054.8902316,0.8115674976539782,0.159036116993855,INR,102.385,-0.255,20765550592.0,0.07556,INR,0.29981002,64133500000.0,0.22651401757858702,125426319360.0,0.1260966657147795,0.03293945127907549,0.0646,0.3561770600442124,11.378082191780821,301.20001220703125,0.15097314209018417,0.749,660.377,Basic Materials,0.02465835775674181,0.3313066139233449,0.024296012577534467,758400000.0,1.823,69340700672.0,274815107072.0,6.122595169538686
325,Chembond Chemicals Ltd,CHEMBOND.NS,82273256.55762152,0.8023208085354937,0.15505966515167602,INR,1.863,2.483,260767504.0,0.06316,INR,0.40278,1433192000.0,0.22824964782085333,4330352640.0,0.1262487869643263,0.02881087818734973,0.053060003,0.3616355911854235,3.4904109589041097,322.0,0.14641308344540188,0.183,307.092,Basic Materials,0.018999204775531058,0.33579945806693484,0.030580453563761087,559140992.0,41.547,56812000.0,4128835072.0,7.706274298067794
326,Chemcon Speciality Chemicals Limited,CHEMCON.NS,-440670842.58143145,0.8253773853060071,-0.2508400202820593,INR,8.618,-0.158,832136768.0,0.26591998,INR,0.45882,1308354000.0,0.22088185261367507,9998489600.0,0.19349236812358428,-0.4443323884056436,0.24606001,0.31153040988137104,2.6246575342465754,271.29998779296875,-0.29432677961102943,0.544,85.449,Basic Materials,-0.044073741156007346,0.3245040742285281,0.026500210341133767,1944649984.0,53.074,375496000.0,3129270016.0,6.678053005965709
327,Chemfab Alkalis Limited,CHEMFAB.NS,17946557.69618224,0.7620059168890031,0.03384701426451309,INR,0.749,0.229,1065310976.0,0.30774,INR,0.46073002,986293000.0,0.15843516681905054,4168564224.0,0.12116017404697477,-0.08731315978246168,0.24034001,0.3021127292336242,5.063013698630137,288.45001220703125,0.03400316793771139,0.08,244.26,Basic Materials,0.004305213193755568,0.23237892409499564,0.03134181747323017,625726976.0,44.228,24798000.0,3461673984.0,7.898138003254003
328,Chemplast Sanmar Limited,CHEMPLASTS.NS,-1045122859.6481054,1.0662597806732836,-0.09785916760925828,INR,51.844,-0.885,7728467456.0,0.13798,INR,0.34505,21783980000.0,0.2412615728074591,73149915136.0,0.056737175340416224,-0.1545963429496745,0.11334,0.359703361416384,1.7287671232876711,448.25,-0.10482520291771373,-0.181,354.333,Basic Materials,-0.014287410418795669,0.35389889718065,0.029114655158503432,13997500416.0,88.709,9249699840.0,56011968512.0,7.3368930999428645
329,Chennai Petroleum Corporation Limited,CHENNPETRO.NS,527688121.30097705,0.9142525372368062,0.08233898850822019,INR,65.784,0.011,56972099584.0,0.074250005,INR,0.106750004,,0.22583199775062257,49410035712.0,0.1260966657147795,-0.04375767720655932,0.06677,0.3242665849402224,11.378082191780821,331.70001220703125,0.08093886331150428,0.097,5153.121,Energy,0.01067977615674582,0.32857267163529996,0.030074222606151446,86400000.0,0.58,42595999744.0,767346999296.0,7.578704096750164
330,Cheviot Company Limited,CHEVIOT.NS,36004650.152141646,0.4921427941042744,0.022241986469269337,INR,1.077,-0.203,676198016.0,0.11416,INR,0.41028,2401855000.0,0.1812139654067905,6797408768.0,0.21491877666412784,-0.1926767901948585,0.107559994,0.22907846742274177,0.9068493150684932,1126.5999755859375,0.022442726130326687,-0.242,980.498,Consumer Cyclical,0.005296819917854563,0.2683279948750801,0.016813567084828958,925625984.0,153.843,58736000.0,5922989056.0,4.237018905376897
331,Choice International Limited,CHOICEIN.NS,6249723375.527692,0.5943759918574609,1.1450572080308006,INR,,,,0.0,INR,0.0,,0.20908400260473192,34883932160.0,0.032065506576616665,1.112991701454184,0.0,0.3056948701847208,1.106849315068493,350.54998779296875,0.7825989803954329,,,Financial Services,0.17915765192015817,0.3059093066690201,0.017334182917789518,,,,,4.3682140952829585
332,Cholamandalam Investment and Finance Company Limited,CHOLAFIN.NS,45680060554.948395,1.1232360703027156,0.4076214508288909,INR,679.57,0.245,,0.0,INR,1.0,62863600000.0,0.255008839212776,831575621632.0,0.1260966657147795,0.2815247851141114,0.57499003,0.4742931524189981,11.378082191780821,1011.5999755859375,0.3497416423900625,0.235,76.526,Financial Services,0.05493193807834274,0.3680069084162053,0.02526515008989278,32799600640.0,39.887,974917730304.0,62863601664.0,6.366817822652981
333,Cholamandalam Financial Holdings Limited,CHOLAHLDNG.NS,6922655712.351465,0.5456824644534292,0.25198509726104734,INR,,,,0.0,INR,0.0,,0.18067892150557968,150925754368.0,0.1260966657147795,0.12588843154626783,0.0,0.29284170734233067,11.378082191780821,803.75,0.2298837513051658,,,Financial Services,0.045867955017617854,0.2671186879525692,0.01988833179947619,,,,,5.011859613467999
334,Cigniti Technologies Limited,CIGNITITEC.NS,236300197.57469147,0.6214600102233083,0.06725882931761462,INR,9.462,1.237,2377032960.0,0.14427,INR,0.41462,,0.15633248811230824,23037022208.0,0.10356987475837443,-0.036311045440759804,0.12826,0.26568730456472495,8.597260273972603,833.5,0.06655296571984767,0.235,600.222,Technology,0.010257410677523773,0.23107211772251715,0.025747147951827122,2823841024.0,103.62,557657024.0,16475807744.0,6.4882812838604345
335,Cineline India Limited,CINELINE.NS,22436717.090090998,0.6684623227875726,0.0927719572258312,INR,220.195,,297046016.0,0.26920998,INR,0.55353,248648000.0,0.14884548559044553,2618432768.0,0.1260966657147795,-0.03332470848894831,0.067719996,0.16968182085727282,11.378082191780821,82.94999694824219,0.0907519656320324,1.196,35.515,Real Estate,0.008568758138185275,0.21709167463799373,0.04202789271660192,319756992.0,10.1,3313978112.0,1103379968.0,10.591028964583684
336,Cinevista Limited,CINEVISTA.NS,9152908.805441786,0.3650995527282015,0.13740667427242692,INR,56.973,,46847120.0,2.5740201,INR,0.12172,-11744660.0,0.06616778894848095,688050816.0,0.1260966657147795,0.01131000855764741,2.60237,0.09951212991657256,11.378082191780821,11.899999618530273,0.13170326043826175,,0.178,Communication Services,0.013302663978588735,0.09792036741468607,0.039287768728678625,86970.0,0.002,652305728.0,18200000.0,9.900517719627013
337,Cipla Limited,CIPLA.NS,17900843488.76636,0.505748302916967,0.10217370976307327,INR,,,,0.0,INR,0.0,,0.2261317085112991,745772744704.0,0.1260966657147795,-0.023922955951706237,0.0,0.3277344969188244,11.378082191780821,923.9500122070312,0.0995151954846537,,,Healthcare,0.024003080852560886,0.32861881748754784,0.016452120117797897,,,,,4.14593426968507
338,Clean Science and Technology Limited,CLEAN.NS,-500901499.8738284,0.7220115873872935,-0.017354567421335343,INR,0.091,0.443,3782252544.0,0.40954,INR,0.62541,4473110000.0,0.20934795832270472,163445555200.0,0.09042481217430898,-0.10777937959564432,0.37645,0.3022009680330315,1.8273972602739725,1527.4000244140625,-0.01783630549885658,0.313,86.954,Basic Materials,-0.0030646382476470575,0.3085937038077099,0.023095381691189753,3250619904.0,30.608,7910000.0,9235449856.0,5.820036186179817
339,CL Educate Limited,CLEDUCATE.NS,-34370905.445827864,0.559037373598914,-0.07838184779132062,INR,,,,0.0,INR,0.0,,0.12875383416994857,3339892480.0,0.1251108014130371,-0.20349264920435772,0.0,0.20183226770419918,6.123287671232877,60.650001525878906,-0.08330150432394992,,,Consumer Defensive,-0.010291021537863359,0.1872760939866959,0.03212135198423374,,,,,8.094580700026903
340,Chaman Lal Setia Exports Limited,CLSEL.NS,,0.7893054970495358,0.21487623351228868,INR,,,,,,,,0.16748423547726965,,0.12352219704283596,0.09135403646945273,,0.24188251687253173,2.0136986301369864,189.3000030517578,0.19793905305959958,,,,0.025612689367870693,0.2487139640416729,0.030667315778307464,,,,,7.728163576133481
341,CMI Limited,CMICABLES.NS,-8635197.861589955,0.5858595111952385,-0.3120171852321455,INR,,,-780933760.0,0.0,INR,-0.24936001,-58305000.0,0.1578384979047997,200343744.0,0.14000849824385364,-0.45202568347599914,-3.97869,0.18965216704594604,6.463013698630137,12.449999809265137,-0.3814102322036191,-0.872,13.686,Industrials,-0.04310190919457887,0.23111756351582224,0.03511521173324367,30045000.0,1.874,4214277888.0,219298000.0,8.849033356777404
342,CMS Info Systems Limited,CMSINFO.NS,1694546541.1721096,0.6851424733664779,0.20998703420170317,INR,15.195,0.219,4546007552.0,0.24475001,INR,0.92234004,14358750000.0,0.1941491682812309,47624683520.0,0.04096163993943169,0.16902539426227148,0.20773001,0.3179702593399128,1.3753424657534246,308.45001220703125,0.19487519623817876,0.21,121.385,Industrials,0.035581266182283064,0.2843196806397063,0.02173374794547022,2351280128.0,15.266,2123500032.0,18574069760.0,5.476904482258496
343,Coal India Limited,COALINDIA.NS,18334348561.61774,0.6846715508007493,0.056945554142201926,INR,7.466,-0.173,370104696832.0,0.28999,INR,0.67741996,1036325700000.0,0.2513897577917329,1488915660800.0,0.1260966657147795,-0.06915111157257758,0.25336,0.4004407264784589,11.378082191780821,241.60000610351562,0.05665320994051204,0.03,207.085,Energy,0.012313893287794841,0.36523245221078404,0.01825696551906871,439758585856.0,71.369,43314200576.0,1276274671616.0,4.600755310805315
344,Coastal Corporation Limited,COASTCORP.NS,-67450004.34177592,0.858356290577293,-0.21654057261378024,INR,80.962,-0.924,157244000.0,0.03869,INR,0.33224,1483246000.0,0.1441759365809999,2543598080.0,0.015500179734397213,-0.23204075234817745,0.02702,0.23077431148705604,1.6054794520547946,199.0,-0.24932395556135117,-0.616,340.749,Consumer Defensive,-0.026517555926829417,0.21326423048197116,0.03731040593511453,255900992.0,19.213,1757689984.0,4064452096.0,9.402222295648862
345,Cochin Shipyard Limited,COCHINSHIP.NS,665580680.6524903,0.6908281475923901,0.04836435628251845,INR,12.319,-0.147,7286243840.0,0.24473,INR,0.39551,11631235000.0,0.22647824878101044,72743157760.0,0.12498046489637527,-0.07661610861385681,0.22459,0.3922132004049742,5.767123287671233,552.5999755859375,0.04827131187412042,-0.327,226.254,Industrials,0.009149735880980406,0.32967898102499804,0.020935339269790826,28755820544.0,218.539,5540835840.0,29772015616.0,5.275705495987288
346,Coffee Day Enterprises Limited,COFFEEDAY.NS,-257074405.3148198,0.5696998248804871,-0.23045023923496755,INR,49.945,,-4901199872.0,-0.57144,INR,0.59797,3890500000.0,0.1731147534240662,8094862848.0,0.11790386097799188,-0.3483541002129594,-0.50149,0.18894154947089825,7.542465753424658,37.5,-0.26782575595493363,0.329,40.581,Consumer Cyclical,-0.03175772216799637,0.25401553983682496,0.03346589573542571,567299968.0,2.685,18745200640.0,8576999936.0,8.433405725327278
347,Coforge Limited,COFORGE.NS,12218835462.984558,0.8620916044634204,0.3422595530201562,INR,17.736,-0.448,12807000064.0,0.15979,INR,0.39071998,31315000000.0,0.1899234843222168,259931324416.0,0.1260966657147795,0.2161628873053767,0.12753999,0.3615216451846338,11.378082191780821,4214.0,0.30110438638571246,0.245,1314.242,Technology,0.04700793754056843,0.2765076986483633,0.02541823229539909,5786999808.0,94.77,5622000128.0,80145997824.0,6.405394538440571
348,Colgate Palmolive (India) Limited,COLPAL.NS,16710488912.74166,0.42150970443754715,0.13329765471103605,INR,,,,0.0,INR,0.0,,0.1929105226153025,452609507328.0,0.1260966657147795,0.007200988996256541,0.0,0.32667568348346604,11.378082191780821,1663.4000244140625,0.12800110541602763,,,Consumer Defensive,0.036920322357770964,0.2820351197596758,0.013757758927073267,,,,,3.466955249622463
349,Compuage Infocom Limited,COMPINFO.NS,1750670.2712765145,0.6756209884334431,0.01298910178847068,INR,213.018,-0.168,1220063488.0,0.026300002,INR,0.04419,1759655000.0,0.1405716161626344,1171708032.0,0.1260966657147795,-0.11310756392630883,0.02559,0.2057181646593865,11.378082191780821,13.600000381469727,0.013201407269773747,0.026,576.545,Technology,0.00149411817915789,0.20546934872350828,0.03506184284187104,993032000.0,11.573,5559601152.0,46395813888.0,8.835584396151502
350,Compucom Software Limited,COMPUSOFT.NS,8216860.907260633,0.616834113664726,0.05249540049631163,INR,3.044,-0.883,65399000.0,0.16141,INR,0.48667,102301000.0,0.15319633190570126,1400516096.0,0.11792459801239352,-0.0654291975160819,0.04828,0.18585762401084638,11.213698630136987,17.700000762939453,0.05236568581848917,0.419,5.181,Consumer Defensive,0.005867023542770217,0.225955559414593,0.03541835805408131,526257984.0,6.244,42448000.0,405172000.0,8.92542622962849
351,Container Corporation of India Limited,CONCOR.NS,10328852386.094088,0.7500960975863569,0.14000992180096294,INR,6.708,0.038,17672749056.0,0.21975,INR,0.25645,19815300000.0,0.23649295123297717,390650626048.0,0.1260966657147795,0.013913256086183434,0.15872,0.39815610845520727,11.378082191780821,639.2999877929688,0.13404182669054546,0.034,131.993,Industrials,0.026440127565096904,0.34264184571511574,0.020117603796243947,33771200512.0,55.427,7480800256.0,80423501824.0,5.069636156653474
352,Confidence Petroleum India Limited,CONFIPET.NS,608462921.0190698,0.8115241071242488,0.32757324000771537,INR,22.961,0.173,1870499968.0,0.097449996,INR,0.22918,3286500000.0,0.18676256372066413,16856112128.0,0.17527383610683134,0.15229940390088403,0.059499998,0.25631285357401085,2.5643835616438357,59.349998474121094,0.2888161913652565,0.827,67.43,Energy,0.036097465204229434,0.2732704809758007,0.031750040923840046,324000000.0,1.137,1851000064.0,19195099136.0,8.001010312807692
353,Consolidated Finvest & Holdings Limited,CONSOFINVT.NS,37944886.82282804,0.7630974509866822,0.08369125707482827,INR,,-0.825,-62989500.0,0.0,INR,0.0,121491000.0,0.16063013552020458,3673895424.0,0.1260966657147795,-0.042405408639951236,1.0727301,0.25767556375096595,11.378082191780821,113.6500015258789,0.08224545256383421,0.399,-1.82,Financial Services,0.010328243578995252,0.23548169790412052,0.03159983989640071,,,,-58904000.0,7.963159653892978
354,Control Print Limited,CONTROLPR.NS,196446761.08085516,0.6434702775576101,0.13656545557723754,INR,,,,0.0,INR,0.0,,0.15238514826877134,9760601088.0,0.13059166704155678,0.005973788535680757,0.0,0.2791251968005283,6.898630136986301,597.4500122070312,0.13075279749533464,,,Industrials,0.02012650238542923,0.223766261098882,0.025779954091616188,,,,,6.496548431087279
355,Coral India Finance & Housing Limited,CORALFINAC.NS,-155979.07454982432,0.6610189419271496,-0.001044506890673702,INR,,0.583,,0.0,INR,0.85245,244285000.0,0.1536155619170284,1382364160.0,0.12715320679148445,-0.12819771368215815,0.76432997,0.2041677718234523,6.136986301369863,33.349998474121094,-0.001066795762126997,0.775,6.848,Real Estate,-0.00011283501052994915,0.22498985207676103,0.03751775709059156,177440000.0,4.415,0.0,275960000.0,9.454474786829074
356,Cords Cable Industries Limited,CORDSCABLE.NS,9724730.106537124,0.8442761661485081,0.09238355489466432,INR,50.364,0.058,365609248.0,0.07068,INR,0.19819,947451000.0,0.16621592175193262,985744768.0,0.1260966657147795,-0.03371311082011519,0.05788,0.24818307553522276,11.378082191780821,76.25,0.09038832199925209,0.169,397.203,Industrials,0.009865363146961308,0.245512715960423,0.036357892975062964,213252992.0,16.485,783278976.0,5172744192.0,9.162189029715867
357,Coromandel International Limited,COROMANDEL.NS,7874848652.17218,0.5478743744464101,0.1430170505520394,INR,4.964,-0.151,30972899328.0,0.10394,INR,0.2123,,0.16345900154485077,288060243968.0,0.1260966657147795,0.016920384837259883,0.09783,0.29428884195115496,11.378082191780821,979.75,0.13673657207682044,0.307,1014.209,Basic Materials,0.02733750601505073,0.2409165516977698,0.019848388673442074,14177599488.0,48.152,3925799936.0,297990291456.0,5.001793945707403
358,COSMO FIRST LIMITED,COSMOFIRST.NS,711855491.7576984,0.9592458998826668,0.3006712381185699,INR,63.698,-0.563,4647775232.0,0.14656,INR,0.34456003,11653100000.0,0.23999785126704623,17894207488.0,0.1260966657147795,0.17457457240379037,0.12678,0.3832661329425388,11.378082191780821,655.0,0.2689086852192638,-0.053,1178.781,Consumer Cyclical,0.03978133662723395,0.3491242465698225,0.02682408505320998,4692100096.0,174.296,8640100352.0,31711299584.0,6.759669433408915
359,Country Condo's Limited,COUNCODOS.NS,2024852.340940383,0.2970113751716383,0.06910330730162118,INR,1.192,-0.6,29619750.0,0.13696,INR,0.53871,97013000.0,0.05170285090490506,298749568.0,0.1260966657147795,-0.056993358413158335,0.13494,0.07926326814191965,11.378082191780821,3.8499999046325684,0.06835254878689952,-0.386,2.636,Real Estate,0.00677775822236631,0.0748390892262958,0.04001917213110461,31343000.0,0.399,2682000.0,216263008.0,10.084831377038363
360,Craftsman Automation Limited,CRAFTSMAN.NS,5271336243.478941,0.8659673869597759,0.504823836507929,INR,86.253,0.509,6293875200.0,0.22015,INR,0.4754,11033600000.0,0.1882007935138865,72782487552.0,0.11821637027568643,0.3866074662322425,0.15243,0.36483355165792763,2.1452054794520548,3444.199951171875,0.41763100130356823,0.5,1353.243,Consumer Cyclical,0.0724258873360545,0.27318274265451825,0.022882230914190754,473400000.0,22.409,12402299904.0,28589000704.0,5.76632219037607
361,Creative Newtech Limited,CREATIVE.NS,220288789.84632874,0.3265357114210822,0.3998271854116551,INR,67.581,0.648,437601248.0,0.03506,INR,0.0701,772525000.0,0.10952564474023976,4786070528.0,0.11694626760596427,0.2828809178056908,0.03363,0.13050300034895665,5.808219178082192,392.70001220703125,0.3437877431222023,0.422,1111.781,Technology,0.046027067206296034,0.1591008363028143,0.02963988710745275,90769000.0,6.516,727267968.0,12480148480.0,7.469251551078092
362,Creative Eye Limited,CREATIVEYE.NS,96573.99629646096,0.19093324681026633,0.01149571890420864,INR,27.619,,-7479543.0,-0.34599,INR,0.017819999,-5365722.0,0.04585340529456151,82238616.0,0.1260966657147795,-0.11460094681057087,-0.37995997,0.05163125555344952,11.378082191780821,4.099999904632568,0.011696427242205265,,1.11,Communication Services,0.0011743144643443532,0.06542029911928668,0.0395246718213499,114188000.0,5.663,62979000.0,21618000.0,9.960217298980176
363,CREDITACCESS GRAMEEN LIMITED,CREDITACC.NS,5539232486.390397,0.8440171338644537,0.24066183799515706,INR,,,,0.0,INR,0.0,70083300000.0,0.24262841384396916,186158383104.0,0.10521498950682773,0.13544684848832933,0.0,0.3667543239807003,4.734246575342466,1171.5,0.22064404554306166,,,Financial Services,0.02975548236952524,0.35179470766518683,0.02942555588326138,,,,,7.415240082581867
364,Crest Ventures Limited,CREST.NS,71136575.43222654,0.6907638219279189,0.1399866186720291,INR,7.861,0.331,,0.0,INR,0.99561995,410128000.0,0.12510490341473562,5083979264.0,0.1260966657147795,0.013889952957249596,0.92813003,0.19420509377071477,11.378082191780821,178.6999969482422,0.13402091656908954,1.665,219.977,Financial Services,0.013992302434423646,0.18492074626227561,0.03800868631140548,380385984.0,13.429,761171968.0,6234366976.0,9.57818895047418
365,CRISIL Limited,CRISIL.NS,8063510790.353532,0.41628143547455365,0.15049337086583425,INR,4.657,0.197,7015050240.0,0.24285,INR,0.43717,,0.14054225358633013,261563072512.0,0.1260966657147795,0.024396705151054743,0.22871,0.2405170331425643,11.378082191780821,3578.35009765625,0.14340564130612232,0.202,395.48,Financial Services,0.030828169714146456,0.20788056511222025,0.018459415867361394,8124100096.0,111.191,834600000.0,28886700032.0,4.651772798575071
366,Crompton Greaves Consumer Electricals Limited,CROMPTON.NS,3098671864.55778,0.5786126703193805,0.10191043980054304,INR,56.605,-0.41,7157174784.0,0.108009994,INR,0.31443,16894400000.0,0.16773312626795184,161551056896.0,0.1339631849030829,-0.03205274510253986,0.10476,0.3149427850662162,7.013698630136986,253.9499969482422,0.09903184568881815,0.075,104.578,Consumer Cyclical,0.019180758851689707,0.2478448200510097,0.020488423720709456,10218699776.0,16.106,16311499776.0,66265698304.0,5.163082777618783
367,Crown Lifters Limited,CROWN.NS,-4502308.040655663,0.17306015062790298,-0.12495746055436574,INR,71.41,,36206240.0,0.15858,INR,0.36453998,87915899.0,0.02394946610443729,388429216.0,0.12603909538283986,-0.2509965559372056,0.10035,0.04288616090817557,6.1726027397260275,35.45000076293945,-0.13642044121292943,0.679,21.853,Industrials,-0.011591064356641142,0.031563369330733566,0.04670416283936819,72760000.0,6.97,133281000.0,228311712.0,11.769449035520784
368,CSB Bank Limited,CSBBANK.NS,-79231395.68581483,0.7711083714460071,-0.01026576453972472,INR,,0.197,,0.0,INR,0.0,,0.2458231854228944,50232868864.0,0.12614620281609157,-0.1364119673558163,0.4377,0.4057290158587628,3.452054794520548,289.54998779296875,-0.010486595888125437,0.194,96.609,Financial Services,-0.001577281916753056,0.35523462857529914,0.026383029758049677,18367100928.0,105.851,7829700096.0,16760599552.0,6.648523499028519
369,CSL Finance Limited,CSLFINANCE.NS,-47961961.81116358,0.976954615614333,-0.07062007535354176,INR,78.173,0.212,813994496.0,0.76166,INR,0.9633,706461000.0,0.19432835820895522,4497171968.0,0.1298815556300963,-0.20050163098363805,0.75781,0.2715527621278053,0.821917808219178,213.75,-0.07546878368955588,0.651,52.099,Financial Services,-0.010664916118938945,0.28413033840697505,0.028080792855328687,111110000.0,5.36,2645113088.0,1068705984.0,7.076359799542829
370,Cambridge Technology Enterprises Limited,CTE.NS,23068037.60951442,0.4337040210792583,0.19715554261204637,INR,45.066,-0.929,134645312.0,0.09008,INR,0.2082,246585000.0,0.10156068752526712,1087557376.0,0.1260966657147795,0.07105887689726686,0.085719995,0.13519661303162195,11.378082191780821,55.400001525878906,0.18407482958100044,0.395,76.227,Technology,0.021210869530725724,0.14889462670421702,0.034437799538691784,521020992.0,21.397,436596000.0,1494758656.0,8.67832548375033
371,City Union Bank Limited,CUB.NS,3112307934.234307,0.7657502652448827,0.1534885298007571,INR,,0.115,,0.0,INR,0.0,20654265000.0,0.22183297047788955,106048118784.0,0.1260966657147795,0.027391864085977602,0.51332,0.4134988351761688,11.378082191780821,140.60000610351562,0.1460652488712538,0.055,31.307,Financial Services,0.029348073024977377,0.32484935469765047,0.019749985048900943,54538678272.0,73.607,53980119040.0,23151034368.0,4.976996232323038
372,Cubex Tubings Limited,CUBEXTUB.NS,9447290.106986754,0.2963231924471441,0.15476476473495282,INR,,,,0.0,INR,0.0,,0.06340123069026041,599966144.0,0.1260966657147795,0.02866809902017331,0.0,0.08531955213043912,11.378082191780821,41.900001525878906,0.14719640802370415,,,Basic Materials,0.01574637202693016,0.09311844528762553,0.037095067311620614,,,,,9.347956962528395
373,Cummins India Limited,CUMMINSIND.NS,15759008845.817894,0.6287678521950547,0.17423812358717194,INR,4.991,0.659,13082874880.0,0.17823,INR,0.32102,20260500000.0,0.24031463228515185,456811511808.0,0.1260966657147795,0.048141457872392435,0.16142,0.3546151284612644,11.378082191780821,1647.449951171875,0.16430276245770478,0.253,264.834,Industrials,0.03449783650032331,0.3506819034356358,0.01889959357630342,20477399040.0,73.883,2654700032.0,73403596800.0,4.762697581228462
374,Cupid Limited,CUPID.NS,9982491.134064358,0.8165293380363414,0.021415714882399906,INR,2.12,3.249,369948256.0,0.24797001,INR,0.58572,711126000.0,0.1958795831552684,3497223680.0,0.12183528700159085,-0.10041957211919095,0.22997,0.3071146870098645,6.668493150684932,262.20001220703125,0.0216332417248505,0.153,111.838,Consumer Defensive,0.0028544045355612937,0.28498878034125086,0.030074993313431803,1007918976.0,75.544,32947000.0,1491933056.0,7.578898314984814
375,Cyber Media (India) Limited,CYBERMEDIA.NS,1802413.458651432,0.06917456905836647,0.04548817379107062,INR,,3.535,53692000.0,0.06807,INR,0.21981001,159766000.0,0.027361110978011173,291696384.0,0.1260966657147795,-0.08060849192370889,0.06656,0.02528459663324648,11.378082191780821,17.75,0.0455202468431022,-0.075,49.333,Communication Services,0.006179073713342405,0.03803308773790071,0.02923349170944431,50570000.0,3.177,188940000.0,788787008.0,7.366839910779966
376,Cybertech Systems And Software Limited,CYBERTECH.NS,94684323.9461064,1.0518583688122647,0.2805585754129756,INR,,,,0.0,INR,0.0,,0.20231991473182437,3542053632.0,0.1260966657147795,0.15446190969819606,0.0,0.29886954963225526,11.378082191780821,124.4000015258789,0.25296722159274865,,,Technology,0.02673147664696524,0.29645846407984977,0.037552664754775866,,,,,9.463271518203518
377,Cyient Limited,CYIENT.NS,6506155239.12303,0.4498406390175899,0.2708195135662814,INR,35.161,0.054,10030999552.0,0.16674,INR,0.38124,22935000000.0,0.1287941984343484,145392320512.0,0.1260966657147795,0.1447228478515019,0.12409,0.22084028280755957,11.378082191780821,1287.25,0.245157763172385,0.483,550.015,Industrials,0.044748960716849154,0.1900862165858224,0.021740130965561853,8912000000.0,81.42,12177999872.0,60159000576.0,5.478513003321587
378,LT Foods Limited,DAAWAT.NS,1568360483.1678581,0.8623458881001375,0.3612181055623549,INR,59.001,0.336,6486855680.0,0.097679995,INR,0.34143,18132113000.0,0.20645741008059865,38805520384.0,0.1260966657147795,0.2351214398475754,0.08487,0.29683909555034044,11.378082191780821,111.75,0.315451548850734,0.3,207.584,Consumer Defensive,0.04041591164473889,0.30235628946618026,0.0309727483453101,378763008.0,1.185,13921687552.0,66407276544.0,7.805132583018145
379,Dabur India Limited,DABUR.NS,38648801552.85811,0.5512646387085413,0.16843130621528224,INR,12.432,0.019,21641199616.0,0.1877,INR,0.45631,,0.22562034208860787,928491831296.0,0.1260966657147795,0.04233464050050273,0.16073,0.3873186376650594,11.378082191780821,523.9500122070312,0.1592316347010251,0.064,65.107,Consumer Defensive,0.04162535441901696,0.3284912580132926,0.015179968437343377,10623899648.0,6.004,11737900032.0,115298902016.0,3.825352046210531
