,NAME OF COMPANY,SYMBOL,Sscore,beta,cagr,currency,debtToEquity,earningsGrowth,ebitda,ebitdaMargins,financialCurrency,grossMargins,grossProfits,kendall,marketCap,market_cagr,net_cagr,operatingMargins,pearson,period,price,returns,revenueGrowth,revenuePerShare,sector,sharp_ratio,spearman,std,totalCash,totalCashPerShare,totalDebt,totalRevenue,volitility
1823,Vijaya Diagnostic Centre Limited,VIJAYA.NS,-1638467747.7545524,0.562291375725488,-0.2525861817556345,INR,45.765,-0.35,1474386688.0,0.32445,INR,0.83601,3775765000.0,0.10013919593875378,38909464576.0,0.03366056427958397,-0.2862467460352185,0.25337,0.20011574355413536,1.6712328767123288,381.20001220703125,-0.2961648335020709,0.021,44.549,Healthcare,-0.04210974799085738,0.1482607131336167,0.027909387537940943,2492570112.0,24.372,2296990976.0,4544302080.0,7.033165659561117
1824,Viji Finance Limited,VIJIFIN.NS,-2468691.0992517304,0.3241335158120943,-0.1671559882145469,INR,,,,0.0,INR,1.0,11655000.0,0.05848976674665639,175785312.0,0.12404560532975939,-0.2912015935443063,0.47572,0.06901880445689232,6.852054794520548,2.0999999046325684,-0.18666198641068216,,0.225,Financial Services,-0.014043784837107042,0.08359223258837416,0.052743770777461105,,,,17712000.0,13.291430235920199
1825,Vikas EcoTech Limited,VIKASECO.NS,4736831.344787403,0.7473150395399022,0.018027665090730283,INR,,,,0.0,INR,0.0,,0.13451409681380425,2809220096.0,0.1260966657147795,-0.10806900062404923,0.0,0.185267281795746,11.378082191780821,2.950000047683716,0.018276811143327305,,,Basic Materials,0.0016861730953484546,0.19679484880310652,0.043012801323074674,,,,,10.839225933414818
1826,Vikas Lifecare Limited,VIKASLIFE.NS,-63693872.80105585,0.3402279807957893,-0.12196856183241955,INR,4.334,0.667,37741000.0,0.0082,INR,0.051020004,99860000.0,0.0860724998166388,4471818240.0,0.12881722184518574,-0.2507857836776053,0.00448,0.12336691079207288,4.027397260273973,3.049999952316284,-0.13240872604662587,0.255,3.502,Basic Materials,-0.014243394830165514,0.12311169954312348,0.03688948167421334,61427000.0,0.052,132916000.0,4605365760.0,9.296149381901762
1827,Vikas Proppant & Granite Limited,VIKASPROP.NS,,,,INR,25.933,,,0.0,INR,-2.54514,12350000.0,,211660032.0,,,-2.86722,,0.0,0.3499999940395355,,,0.044,Basic Materials,,,,363000.0,0.001,485878016.0,15484000.0,
1828,Vikas WSP Limited,VIKASWSP.NS,,,,INR,35.147,,-150972000.0,-0.65357,INR,-0.41809,-96577000.0,,306660000.0,,,-2.13238,,0.0,1.5,,-1.0,1.127,Basic Materials,,,,3884000.0,0.019,3066686976.0,230996992.0,
1829,Vimta Labs Limited,VIMTALABS.NS,300549758.94910526,0.8260679088376348,0.34547531217959704,INR,,,,0.0,INR,0.0,,0.18884302993240948,8600122368.0,0.1260966657147795,0.21937864646481753,0.0,0.2558137486522084,11.378082191780821,380.0,0.30355217439421456,,,Healthcare,0.03494714913213491,0.2756520640210765,0.0344683944334768,,,,,8.686035397236154
1830,Vinati Organics Limited,VINATIORGA.NS,13280892021.71209,0.5785897395287096,0.44888281513598893,INR,0.071,0.506,5786025984.0,0.27987,INR,0.44605,7456234000.0,0.15501972564868954,203747688448.0,0.1260966657147795,0.3227861494212094,0.25698,0.26820191395201604,11.378082191780821,1961.300048828125,0.3792955846177594,0.379,201.113,Basic Materials,0.06518303163523549,0.22972831463987708,0.02309099732002968,688716032.0,6.7,14117000.0,20673624064.0,5.818931324647479
1831,Vindhya Telelinks Limited,VINDHYATEL.NS,841441818.4551636,0.8536988950842609,0.2726543542973836,INR,22.299,-0.177,1888818560.0,0.10031,INR,0.20538001,3313728000.0,0.1969107559546212,25155817472.0,0.1260966657147795,0.1465576885826041,0.08962,0.31115872352917034,11.378082191780821,2121.35009765625,0.2466336317047249,1.112,1588.862,Industrials,0.03344919398432355,0.2886399768991494,0.02925944607741061,213340992.0,18.0,7181931008.0,18830116864.0,7.3733804115074735
1832,Vineet Laboratories Limited,VINEETLAB.NS,201886.94013966038,0.6444405470284349,0.004498752809530604,INR,104.596,,84175968.0,0.03995,INR,0.16952999,414236000.0,0.08405204823016348,435394048.0,0.08350042478479636,-0.07900167197526575,0.026789999,0.156498404815851,1.9205479452054794,46.599998474121094,0.004563896710173226,0.74,228.406,Basic Materials,0.00046368787324272374,0.12712781549477573,0.039057957466499975,12972000.0,1.406,313801984.0,2106779008.0,9.842605281557994
1833,Vinny Overseas Limited,VINNY.NS,76371976.03176835,0.04876957821232186,0.3683504358213574,INR,38.335,,52189912.0,0.05175,INR,0.46063,289539967.0,0.02200135227794858,1651623296.0,0.14391775425984465,0.22443268156151275,0.01594,0.02274461098983845,4.558904109589041,7.099999904632568,0.32110897133498295,-0.189,4.325,Consumer Cyclical,0.04624055389429937,0.029858347780649018,0.02755680549707012,832000.0,0.004,103122000.0,1008460032.0,6.944314985261671
1834,Vinyl Chemicals (India) Limited,VINYLINDIA.NS,353700116.20535594,0.7838181357347922,0.4554947308995916,INR,,,,0.0,INR,0.0,,0.17396177514567598,8501475328.0,0.1260966657147795,0.32939806518481207,0.0,0.2288053322195851,11.378082191780821,451.79998779296875,0.38395306996284057,,,Basic Materials,0.041604557157324015,0.25342034157557936,0.036621548157378205,,,,,9.228630135659307
1835,VIP Clothing Limited,VIPCLOTHNG.NS,35551861.62240175,0.9306731218489289,0.08588866610119128,INR,77.442,,120221248.0,0.06062,INR,0.38471,748189000.0,0.2166130121573476,3836607232.0,0.1260966657147795,-0.04020799961358823,0.050029997,0.2751143692242287,11.378082191780821,46.45000076293945,0.08428821632215609,-0.138,23.9,Consumer Cyclical,0.009266484545479205,0.31483809777184757,0.036095354959678264,47799000.0,0.583,1028497984.0,1983037952.0,9.096029449838923
1836,VIP Industries Limited,VIPIND.NS,2703250545.5027685,0.9989162302250633,0.21833913230044733,INR,54.896,,3308800000.0,0.15761,INR,0.51471,10805900000.0,0.26477498369581925,90626301952.0,0.1260966657147795,0.09224246658566781,0.12252,0.3970451330606845,11.378082191780821,639.7000122070312,0.20201725340744256,0.279,148.284,Consumer Cyclical,0.02982854300878942,0.3837870254570132,0.026875458424289508,589500032.0,4.151,3522599936.0,20994000896.0,6.772615522920956
1837,Vipul Limited,VIPULLTD.NS,12371913.538088815,0.6013862259560387,0.05661329567413853,INR,177.996,,148299744.0,0.1587,INR,0.3687,-21183000.0,0.1228179560358182,1979736064.0,0.1260966657147795,-0.06948337004064098,0.12862,0.1793631709755119,11.378082191780821,16.5,0.05633159351378653,-0.918,7.777,Real Estate,0.006249274215418251,0.1825249117651298,0.03577024495862868,106851000.0,0.89,2564082944.0,934473984.0,9.014101729574428
1838,Visaka Industries Limited,VISAKAIND.NS,215279932.3511475,1.0696086709448283,0.4532310840255038,INR,34.562,-0.863,1535715968.0,0.09473,INR,0.4783,7317107000.0,0.25256726692147446,7404631552.0,0.1260966657147795,0.3271344183107243,0.072620004,0.2184482751301369,11.378082191780821,85.5999984741211,0.3823609254436939,0.007,188.153,Industrials,0.02907368595443485,0.36870724520729803,0.052188266120613815,179938000.0,2.083,2640489984.0,16211202048.0,13.151443062394682
1839,Visa Steel Limited,VISASTEEL.NS,-22358537.4709284,0.584925302671145,-0.13685579992121788,INR,,,-24582500.0,-0.00285,INR,0.44361,3653220000.0,0.14707843348408173,1280516992.0,0.1260966657147795,-0.2629524656359974,-0.06263,0.18237380617364315,11.378082191780821,10.850000381469727,-0.15054840475864956,-0.36,74.315,Basic Materials,-0.017460555080965612,0.21548240978379524,0.03421508089677394,170120000.0,1.469,34764050432.0,8609670144.0,8.622200385987034
1840,Visesh Infotecnics Limited,VISESHINFO.NS,1456444.203223606,0.10433838931466441,0.051351094174700185,INR,5.32,,-49701312.0,0.0,INR,-0.33446,-1834166.0,0.031747915590292594,1736239360.0,0.1260966657147795,-0.07474557154007933,-9.17468,0.004601258674210191,11.378082191780821,0.44999998807907104,0.0512426896321758,-0.034,0.001,Technology,0.000838849894074286,0.0436904003453312,0.24240809698293955,349595008.0,0.101,232395008.0,5418209.0,61.086840439700765
1841,Vishal Fabrics Limited,VISHAL.NS,-224310805.8216225,0.43749483380866067,-0.4881238616173543,INR,98.39,-0.378,1573740032.0,0.098570004,INR,0.16736001,2696400000.0,0.10123230493584374,3655784960.0,0.14533629868495512,-0.6334601603023094,0.07409,0.13517240151515145,3.73972602739726,18.5,-0.682277618944562,-0.098,80.688,Consumer Cyclical,-0.061357768106147716,0.14991491434272766,0.04412564133923175,261895008.0,1.328,3595315968.0,15965730816.0,11.1196616174864
1842,Vishnu Chemicals Limited,VISHNU.NS,637785377.4597198,0.9474065152325316,0.3398306003706424,INR,,,,0.0,INR,0.0,,0.1888478871806888,18260049920.0,0.09402379027109631,0.24580681009954608,0.0,0.3090361393957595,8.205479452054794,304.1000061035156,0.29901888009251376,,,Basic Materials,0.034927909849860904,0.27645004796671935,0.033972340818862384,,,,,8.561029886353321
1843,Vishwaraj Sugar Industries Limited,VISHWARAJ.NS,33196553.886057988,0.35229707930973503,0.08898311588119534,INR,92.79,0.28,906918976.0,0.16540001,INR,0.22273001,1208985000.0,0.15287394434544574,2942067712.0,0.139663513829005,-0.05068039794780965,0.1364,0.1576340055600223,3.589041095890411,15.300000190734863,0.08662724760726874,-0.238,29.354,Consumer Defensive,0.011283409199134703,0.22248023595795677,0.030465873656591775,132509000.0,0.705,2846127104.0,5483163136.0,7.677400161461128
1844,Visagar Polytex Limited,VIVIDHA.NS,-4100453.439251561,0.6071937967471847,-0.22678448192228828,INR,,,,0.0,INR,0.0,,0.0696945249540146,260503760.0,0.11843890954690983,-0.3452233914691981,0.0,0.09963913004642799,9.994520547945205,0.8500000238418579,-0.2630054649283959,,,Consumer Cyclical,-0.015740476986787297,0.10093117763231388,0.06630500973704005,,,,,16.708862453734092
1845,Vivimed Labs Limited,VIVIMEDLAB.NS,-10095945.174014026,0.7743871763715391,-0.15246633787073605,INR,114.435,,-503081504.0,-0.23724002,INR,0.40014,828140000.0,0.18225898907905702,507158848.0,0.12612887529964167,-0.2785952131703777,-0.19182,0.24491999744764953,11.375342465753425,6.050000190734863,-0.16923777290167388,-0.007,28.772,Healthcare,-0.019906869837384808,0.2651424190096745,0.033736015223966395,19605000.0,0.236,3662499072.0,2120567040.0,8.501475836439532
1846,VLS Finance Limited,VLSFINANCE.NS,178107258.42782357,1.0635024459678564,0.29996101905698946,INR,0.044,2.467,,0.0,INR,0.99758005,2313547000.0,0.22378555630875432,5852473344.0,0.1260966657147795,0.17386435334220995,0.8365,0.32427799779348226,11.378082191780821,167.89999389648438,0.26834997078007156,2.997,33.212,Financial Services,0.030432818392999685,0.32611795868980303,0.03499120004849123,222766000.0,5.763,12601000.0,1284369024.0,8.81778241221979
1847,V-Mart Retail Limited,VMART.NS,1389901505.4342396,0.7132111746667174,0.255138834504804,INR,139.768,-0.65,1770105216.0,0.07598,INR,0.35089,5541417000.0,0.16253189005464355,40908496896.0,0.11800092656944816,0.13713790793535585,0.05533,0.2850145017453759,10.241095890410959,2052.300048828125,0.2325404479474763,0.123,1178.719,Consumer Cyclical,0.033975863473246874,0.24052944405022664,0.02715985588044699,455259008.0,23.045,12022112256.0,23297030144.0,6.844283681872642
1848,Voltamp Transformers Limited,VOLTAMP.NS,1124287563.3762538,0.7098091358472369,0.20856065890107667,INR,,0.685,2026898304.0,0.15212,INR,0.23995,2459600000.0,0.21782864045871508,33724692480.0,0.1260966657147795,0.08246399318629716,0.14667,0.3281263981356004,11.378082191780821,3285.14990234375,0.1937740110254248,0.135,1317.015,Industrials,0.033337222097517966,0.319901435958075,0.02306564374040571,654241024.0,64.668,0.0,13324407808.0,5.8125422225822385
1849,Voltas Limited,VOLTAS.NS,10092053624.286882,1.0760679645246332,0.2440588367462193,INR,11.842,-0.212,5723700224.0,0.06026,INR,0.22325,,0.3283957852595641,265700655104.0,0.1260966657147795,0.1179621710314398,0.05609,0.49195384322438734,11.378082191780821,803.0,0.22338703231450605,0.109,287.053,Industrials,0.037982795414398474,0.4713338464895988,0.023338368536784396,10155400192.0,30.695,6505800192.0,94987698176.0,5.8812688712696675
1850,VRL Logistics Limited,VRLLOG.NS,1073957114.7276897,0.7644412283697432,0.12355747832305419,INR,95.238,-0.187,3478611200.0,0.12538,INR,0.17864001,4604210000.0,0.2263233708199086,57576390656.0,0.10772149011760357,0.015835988205450624,0.09355,0.3355278665213201,8.052054794520547,656.4000244140625,0.11896938430094298,0.005,314.147,Industrials,0.018652734262976475,0.32963391593925984,0.025310001455926694,117080000.0,1.325,6977585152.0,27743522816.0,6.378120366893527
1851,Vardhman Special Steels Limited,VSSL.NS,505956180.4509137,0.7453500863941361,0.27644054289372,INR,22.399,-0.534,1800807936.0,0.10379,INR,0.25778,,0.17090584532071315,16568204288.0,0.12979209915115275,0.14664844374256725,0.08759,0.24483217021322196,11.005479452054795,403.75,0.24969161693971367,0.229,427.669,Basic Materials,0.03053778017557202,0.2533374730284894,0.03244635805432143,296145984.0,7.297,1438493056.0,17349910528.0,8.176482229689
1852,VST Industries Limited,VSTIND.NS,1601030073.0069144,0.4250909348978914,0.14162515971202994,INR,,-0.205,3826899968.0,0.29610002,INR,0.51954,,0.15425211725559884,50615910400.0,0.1260966657147795,0.015528493997250425,0.27273,0.2666500720979198,11.378082191780821,3274.5,0.13549015457262573,-0.003,836.975,Consumer Defensive,0.03163096465823747,0.22817177043460138,0.016997880063140788,3953700096.0,258.4,0.0,12924399616.0,4.283465775911479
1853,V.S.T Tillers Tractors Limited,VSTTILLERS.NS,758631604.3002259,0.6286686902644745,0.19475946041339443,INR,,,,0.0,INR,0.0,,0.17725340878677337,23810977792.0,0.1260966657147795,0.06866279469861492,0.0,0.29562625205690846,11.378082191780821,2756.050048828125,0.1820254017935239,,,Industrials,0.03186058174205305,0.2623205202897101,0.022671369557473394,,,,,5.713185128483295
1854,Vardhman Textiles Limited,VTL.NS,4879131291.2239485,0.5044780396688752,0.3149141827013524,INR,19.39,-0.507,13239900160.0,0.1306,INR,0.41505,42076200000.0,0.1736258098628141,94531051520.0,0.1260966657147795,0.1888175169865729,0.0917,0.24982002442936246,11.378082191780821,326.95001220703125,0.280049364569535,-0.018,356.462,Consumer Cyclical,0.051614059219384306,0.25364463572585416,0.021531090928858666,15153099776.0,53.266,16776299520.0,101374902272.0,5.425834914072384
1855,VA Tech Wabag Limited,WABAG.NS,378516466.45013934,0.826438192714662,0.09537874681951197,INR,24.076,0.777,2230725120.0,0.07625,INR,0.15878001,4553700000.0,0.23143294271754844,26322085888.0,0.1260966657147795,-0.030717918895267537,0.07421,0.3427852109021508,11.378082191780821,423.25,0.09318924582795729,-0.126,552.795,Industrials,0.014380185068186469,0.3383520665174162,0.025715843906174606,2939099904.0,78.684,3833299968.0,29254799360.0,6.480392664356001
1856,Walchandnagar Industries Limited,WALCHANNAG.NS,5257203.4000116205,1.194793425813696,0.013344145332139457,INR,261.378,,168724992.0,0.0552,INR,0.43067002,1397500000.0,0.287276594780435,3217423872.0,0.1260966657147795,-0.11275252038264005,-0.01574,0.3881481552279685,11.378082191780821,70.0,0.013559872683280563,-0.107,69.594,Industrials,0.001633979111600133,0.41029469222541587,0.03293127690705437,483900000.0,10.539,4570200064.0,3056600064.0,8.298681780577702
1857,Wanbury Limited,WANBURY.NS,16340055.978837784,0.6742558654074745,0.08237935626609594,INR,,,202779248.0,0.04047,INR,0.37655997,2038224000.0,0.14200424452131596,1661239424.0,0.1260966657147795,-0.04371730944868357,0.02179,0.2202166453353717,11.378082191780821,49.349998474121094,0.08097701464620925,0.008,154.477,Healthcare,0.009836063208452837,0.2102564641330079,0.03266930609301404,50068000.0,1.528,663366976.0,5010658816.0,8.23266513543954
1858,Waterbase Limited,WATERBASE.NS,-40457746.51331751,0.841497106674148,-0.10342200091144937,INR,8.326,0.25,-3963000.0,-0.00149,INR,0.2379,773355000.0,0.23526273434634395,2827379200.0,0.1423028094358565,-0.24572481034730587,-0.03205,0.3742437040964287,3.745205479452055,68.25,-0.11114750294906835,0.174,64.423,Consumer Defensive,-0.014309275003974532,0.34480019729175293,0.03082347075701957,265912000.0,6.233,155556992.0,2649206016.0,7.767514630768932
1859,Wealth First Portfolio Managers Limited,WEALTH.NS,134742825.362266,-0.035981635254607,0.45067989192024616,INR,0.046,-0.732,,0.0,INR,1.0,,0.015849542516044708,3044666368.0,0.12695827174603913,0.323721620174207,0.63604,-0.012211844321823678,6.158904109589041,285.75,0.3801254088829094,-0.47,27.51,Financial Services,0.04425536629511782,0.021095531763951358,0.03408477408535596,25703000.0,2.408,357000.0,293620992.0,8.589363069509702
1860,Websol Energy System Limited,WEBELSOLAR.NS,50685973.08061649,0.8029658961682072,0.1486622585006956,INR,20.134,,-62979500.0,-0.078990005,INR,0.17907,434677000.0,0.14902272337041647,3613962752.0,0.1260966657147795,0.022565592785916078,-0.26742,0.2136834139782229,11.378082191780821,92.44999694824219,0.14177625814813374,-0.993,21.93,Technology,0.01402504025603651,0.21955641488399802,0.040114266250207774,15900000.0,0.417,362600000.0,797332992.0,10.10879509505236
1861,Weizmann Limited,WEIZMANIND.NS,49961943.53591983,0.5305748948441741,0.3526451756012443,INR,28.823,3.261,122850000.0,0.0954,INR,0.19677,184547000.0,0.11418844495039582,1638991616.0,0.1260966657147795,0.2265485098864648,0.07113,0.1409198907213881,11.378082191780821,103.1500015258789,0.30898877051360196,0.321,87.264,Consumer Cyclical,0.03048334295806418,0.16864270467150425,0.040223472747832154,16805000.0,1.064,148580000.0,1287745024.0,10.136315132453703
1862,Wonder Electricals Limited,WEL.NS,92595525.36928901,0.00729027986892748,0.2761211929196936,INR,40.479,,157707504.0,0.03918,INR,0.087749995,376357000.0,0.007069452666297213,3133107200.0,0.15035823371907497,0.12576295920061864,0.025209999,0.002979030807586223,3.736986301369863,233.8000030517578,0.24877049026527245,-0.11,300.023,Consumer Cyclical,0.029553896326716497,0.009006270337028997,0.03340285403543374,2227000.0,0.167,215912992.0,4024679936.0,8.417519216929303
1863,Welspun Corp Limited,WELCORP.NS,780175654.844545,1.126241192519856,0.10644399172042918,INR,65.678,-0.632,1224937472.0,0.01591,INR,0.21731001,17102870000.0,0.2514725356926332,61681614848.0,0.1260966657147795,-0.019652673994350334,-0.015310001,0.3699455099098477,11.378082191780821,235.85000610351562,0.10347080168889138,0.936,294.829,Basic Materials,0.012648431088698092,0.3655695435160834,0.0324623992114919,14842900480.0,56.754,29418000384.0,76990111744.0,8.180524601295959
1864,Welspun Enterprises Limited,WELENT.NS,413893582.3539208,0.9071289874633047,0.17161804157110194,INR,47.761,31.157,2252199936.0,0.09199,INR,0.25603,4250200000.0,0.19049888267603227,21557606400.0,0.1260966657147795,0.04552137585632243,0.08732,0.28899718666484453,11.378082191780821,153.60000610351562,0.16201774147701614,1.866,163.448,Industrials,0.019199421989350395,0.2808622264301936,0.033486817775052614,2427800064.0,16.208,9385400320.0,24483799040.0,8.43867807931326
1865,Welspun Investments and Commercials Limited,WELINV.NS,25495327.78219826,0.4307584352687723,0.21776404425013718,INR,,,,0.0,INR,0.0,,0.08711266336656412,1143304064.0,0.1260966657147795,0.09166737853535767,0.0,0.12923796059530426,11.378082191780821,312.8500061035156,0.2015342889413776,,,Financial Services,0.02229969138131067,0.12977369767520522,0.03586324259631339,,,,,9.037537134270975
1866,Welspun India Limited,WELSPUNIND.NS,4828566846.809243,0.9981234395213062,0.5157204173725318,INR,58.67,1.424,7908199936.0,0.09771,INR,0.44228,,0.18703160326111842,91642380288.0,0.1260966657147795,0.3896237516577523,0.043080002,0.3326990528612608,11.378082191780821,92.75,0.42542780809033237,-0.034,82.228,Consumer Cyclical,0.05268923430005576,0.27490799274164696,0.032040807008999604,8160500224.0,8.33,24618199040.0,80937598976.0,8.0742833662679
1867,Wendt (India) Limited,WENDT.NS,531431624.7285746,0.5513722069128774,0.19773257054542404,INR,,0.714,561600000.0,0.26712,INR,0.66100997,,0.1585000697660462,18201186304.0,0.1260966657147795,0.07163590483064453,0.22855,0.23440507387406456,11.378082191780821,9094.5,0.184567762841242,0.234,1051.2,Industrials,0.02919763667337354,0.23327671349660378,0.025084624673558962,843699968.0,421.916,0.0,2102400000.0,6.321325417736858
1868,WESTLIFE FOODWORLD LIMITED,WESTLIFE.NS,5223870416.572353,0.6269463945388164,0.30324934319257624,INR,,,,0.0,INR,0.0,,0.16961927144957428,118597124096.0,0.1423028094358565,0.16094653375671975,0.0,0.3516143009419845,3.745205479452055,760.5499877929688,0.26965835571293956,,,Consumer Cyclical,0.044047193019147945,0.24719150755417293,0.024293780529114226,,,,,6.122032693336785
1869,WE WIN LIMITED,WEWIN.NS,-4748084.292099304,0.4789907894465897,-0.10350776729591038,INR,,-0.357,37088804.0,0.08104999,INR,0.2474,95389772.0,0.04897743045038005,434382752.0,0.1187631645551992,-0.22227093185110958,0.06077,0.14887400385259641,4.865753424657535,42.75,-0.11202194572620927,0.16,48.16,Technology,-0.010930646463834051,0.0659399833543113,0.040668365968140184,,,,457574592.0,10.248428223971326
1870,Wheels India Limited,WHEELS.NS,358227837.58425033,0.7078123915088447,0.21152366856218174,INR,114.394,-0.396,2429449984.0,0.05296,INR,0.25316998,10360800000.0,0.2123295637326906,12967208960.0,0.1260966657147795,0.08542700284740223,0.03042,0.26773741427533465,11.378082191780821,538.8499755859375,0.19627884699246548,-0.0,1906.655,Consumer Cyclical,0.027625670156876253,0.3083131007386849,0.02819422330894275,182500000.0,7.581,8578400256.0,45870100480.0,7.104944273853573
1871,Whirlpool of India Limited,WHIRLPOOL.NS,6732015326.710947,0.7351580211757215,0.2161482712192635,INR,3.381,-0.39,3603599872.0,0.05377,INR,0.3023,19634300000.0,0.23739559433911775,171049238528.0,0.1260966657147795,0.09005160550448399,0.036530003,0.38835288623310626,11.378082191780821,1348.1500244140625,0.20017612562565373,-0.155,538.402,Consumer Cyclical,0.03935717799532294,0.3464495692534393,0.020183096078639145,14980299776.0,128.021,1209100032.0,67019100160.0,5.086140211817065
1872,Williamson Magor & Company Limited,WILLAMAGOR.NS,-1217802.0142849146,0.696954047964037,-0.04937673087199346,INR,,7.53,561816256.0,1.26124,INR,0.99911004,259321000.0,0.14688107738982203,215841088.0,0.1260966657147795,-0.17547339658677297,1.26106,0.20404737266980683,11.378082191780821,19.700000762939453,-0.051798624026001,0.866,40.649,Financial Services,-0.005642123219305282,0.21669212971095286,0.03643133752165436,9466000.0,0.864,5950127104.0,445446016.0,9.180697055456898
1873,Windlas Biotech Limited,WINDLAS.NS,-269023248.522987,0.7290078035636606,-0.21131230226810005,INR,,,,0.0,INR,0.0,,0.23925153714527345,5688808960.0,0.060086227667830006,-0.27139852993593006,0.0,0.3512485673222015,1.7506849315068493,268.70001220703125,-0.2418653467701326,,,Healthcare,-0.04728990732762926,0.34759078071651356,0.020295728546351893,,,,,5.114523593680677
1874,Windsor Machines Limited,WINDMACHIN.NS,34698817.73071276,0.8589000940687509,0.11893721971840887,INR,12.275,,358311744.0,0.0925,INR,0.35041,1263773000.0,0.18527628442915522,2982880512.0,0.1260966657147795,-0.007159445996370639,0.056350004,0.23371019967534942,11.378082191780821,45.900001525878906,0.11495633899196245,-0.008,59.324,Industrials,0.01163265427197667,0.2723898629897201,0.0392151213055254,143372992.0,2.15,352636000.0,3873667072.0,9.882210568992402
1875,WinPro Industries Limited,WINPRO.NS,,,,INR,53.366,,179700.0,0.14919,INR,0.54728,-359000.0,,261900592.0,,,-0.532,,0.0,2.5999999046325684,,,0.012,,,,,1329000.0,0.013,178490000.0,1204500.0,
1876,The Western India Plywoods Limited,WIPL.NS,20087103.134932235,0.1176894032784949,0.18363916990344165,INR,44.377,0.747,74670248.0,0.06816,INR,0.55059,553933000.0,0.03475159454394544,840246656.0,0.12970880820602027,0.05393036169742138,0.04723,0.04787620848359881,6.082191780821918,99.0,0.1720410758862207,0.096,121.824,Basic Materials,0.023906198247258762,0.05217651958896603,0.028557559634830705,87600000.0,11.141,175600000.0,1095421952.0,7.196505027977338
1877,Wipro Limited,WIPRO.NS,52867952192.67357,0.6153321680262368,0.10724741907697144,INR,22.343,-0.005,160198000640.0,0.17704001,INR,0.2867,259430000000.0,0.26363808456772864,2094117027840.0,0.1260966657147795,-0.01884924663780807,0.14934,0.4008930913891451,11.378082191780821,382.29998779296875,0.10421331810483495,0.112,165.2,Technology,0.025245939691921036,0.3817426082891547,0.016380650439673,400459005952.0,73.103,174666006528.0,904875999232.0,4.127923910797596
1878,Wockhardt Limited,WOCKPHARMA.NS,-109140491.64912373,0.9768703041947133,-0.03346126101848479,INR,56.581,,-177500000.0,-0.00675,INR,0.55784,18810000000.0,0.22583141634449913,25058121728.0,0.1260966657147795,-0.1595579267332643,-0.07648,0.32846099018324093,11.378082191780821,173.89999389648438,-0.034814344356287816,-0.181,189.167,Healthcare,-0.0043554937131289415,0.32838003716164105,0.031719058559896804,2340000000.0,16.136,21710000128.0,26279999488.0,7.993202757093995
1879,Wonderla Holidays Limited,WONDERLA.NS,613194777.6427839,0.6931563847764604,0.13458212311864837,INR,0.294,7.6,1846909312.0,0.47803003,INR,0.8554,977158000.0,0.20638608715742093,26826027008.0,0.11526032436712486,0.01932179875152351,0.40320998,0.33636895748305945,9.027397260273972,474.29998779296875,0.1291544174772202,1.343,68.332,Consumer Cyclical,0.022858203246418796,0.30207020113416627,0.022421601739489525,2040525952.0,36.101,25707000.0,3863536896.0,5.65024363835136
1880,Worth Peripherals Limited,WORTH.NS,28277885.100867786,0.43653735604822347,0.16389804083881,INR,2.486,-0.317,349604000.0,0.11412,INR,0.24707001,716721000.0,0.07772242604175604,1647554560.0,0.12835521238830339,0.0355428284505066,0.09375,0.14568941469765495,5.638356164383562,104.5999984741211,0.1551449977792229,-0.105,194.454,Consumer Cyclical,0.017163550019774633,0.11387510837160712,0.035869895935446934,266850000.0,16.925,36935000.0,3063485952.0,9.039213775732627
1881,W S Industries (I) Limited,WSI.NS,57323780.09329795,0.15217449960634336,0.17183892431181946,INR,,,21011000.0,0.07253,INR,0.42074,-50000.0,0.04171833032334331,3530204160.0,0.1260966657147795,0.04574225859703995,0.07249,0.04110215427746918,11.378082191780821,84.44999694824219,0.16221057445411724,,8.541,Industrials,0.016238092046579524,0.06005662679819687,0.03964091063924578,187027008.0,5.43,482500000.0,289692992.0,9.989509481089938
1882,West Coast Paper Mills Limited,WSTCSTPAPR.NS,1191281924.0104914,0.9631504898346334,0.2680964399600403,INR,13.2,2.378,13792197632.0,0.29785,INR,0.51774,15997654000.0,0.24019673635979746,36505227264.0,0.1260966657147795,0.14199977424526078,0.25715,0.3477572153207454,11.378082191780821,552.7000122070312,0.2429635049822017,0.421,701.064,Basic Materials,0.032633187444508424,0.3509751699203165,0.029544796824582397,5997541888.0,90.804,3222782976.0,46306508800.0,7.445288799794764
